I Am Not Madame Bovary,2016,139 min,"Comedie Drama International ","To qualify for an apartment reserved for single a married couple stages a divorce. But when her husband unexpectedly remarrie Li seeks justice."
I Am Vengeance,2018,93 min,Action & Adventure,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge."
I Fine... Thank You... Love You,2014,116 min,"Comedie International Romantic ","Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan."
Imagine That,2009,108 min,"Children & Family Comedie Sci-Fi & Fantasy","Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions."
Immoral TaleWalerian Borowczyk,1974,103 min,"Drama International Romantic ","This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects."
In The Deep"United Kingdom,2017,89 min,"Horror International Movie Thrillers","With little oxygen left in their scuba tank two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby."
Instructions Not Included,2013,122 min,"Comedie Drama International ","Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot."
Into the Forest,2015,102 min,"Drama International Sci-Fi & Fantasy","In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
InuYasha: The 2: The Castle Beyond the Looking GlasToshiya Shinohara,2002,99 min,"Action & Adventure, Anime Feature International ","With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy."
Irada Pakka,2010,137 min,"Comedie Drama International ","Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path."
It's Fine,2012,101 min,"Comedie International Music & Musicals","When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention."
Jaan-E-Mann: Let's Fall in Love... Again,2006,163 min,"Drama International Romantic ","To avoid alimony payment an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
Jackpot,2015,92 min,"Comedie Drama International ",A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
Jail,2009,132 min,"Drama International ","Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial."
Jal,2013,132 min,"Drama Independent International ",A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
Jalpari: The Desert Mermaid Panda,2012,94 min,"Drama Independent International ","When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets."
Janaan,2016,132 min,"Comedie Drama International ","After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin."
Jesus: Countdown to Calvary,2018,53 min,"Documentarie Faith & Spirituality",Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.
Jis Desh Men Ganga Behti Hai,1960,181 min,"Action & Adventure, Drama International ","Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities."
Judwaa,1997,133 min,"Comedie International Romantic ","Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past."
Kaabil,2017,139 min,"Drama International ","The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge."
Kaalia,1981,173 min,"Action & Adventure, Drama International ","Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge."
Kacche Dhaagey,2016,120 min,"Drama International Romantic ","While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste."
Kajraare,2010,113 min,"Drama International Music & Musicals","A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past."
Kalki,2017,41 min,"Drama Independent International ",A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
Karzzzz,2008,137 min,"International Music & Musical Romantic ","When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
Kaviyude Osyath,2017,116 min,"Drama International ","When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend."
Kay Dyache Bola,2005,133 min,"Comedie Drama International ","Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case."
Khalnayak,1993,170 min,"Action & Adventure, Drama International ",A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.
Khosla Ka Ghosla,2006,124 min,"Comedie Drama International ",A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
Kia and CosmoSudipto Roy,2018,124 min,"Drama Independent International ",A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.
Kill Hitler! The Luck of the Devil,2015,53 min,"Documentarie International ","From politicians to officer many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled."
King's Ransom. Byrd,2005,98 min,"Action & Adventure, Comedies","A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty."
KL Zombi Jin,2013,92 min,"Comedie Horror International ",A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.
Knowing"United State United Kingdom,2009,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
Kuppivala,2017,133 min,"Drama International Romantic ",A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.
Kurt & Courtney,1998,95 min,"Documentarie Music & Musicals","This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death."
Laal Rang Afzal,2016,143 min,"Drama International Thrillers","Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode."
Lady Bloodfight,2016,101 min,Action & Adventure,An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.
Last Night,2010,93 min,"Drama Independent Romantic ","During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances."
Le K Benzema,2017,121 min,"Documentarie International Sports ","After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story."
Leap Year,2010,100 min,"Comedie Romantic ","Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans."
Left Behind,2014,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy","After millions of people on Earth suddenly disappear, a pilot flying a plane stuck at 30,000 feet must find a way to ensure the passengers' survival."
Legend of the Guardians: The Owls of Ga'Hoole,2010,97 min,Children & Family "Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier."
Legendary Weapons of China,1982,101 min,"Action & Adventure, Cult International ","Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe."
Lifeline,1997,104 min,"Action & Adventure, International ",Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.
Like Water for Chocolate,1992,105 min,"Classic Drama International ","When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares."
Lincoln,2012,150 min,Drama"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years."
Lion's Heart Sobky,2013,111 min,"Action & Adventure, International ","Kidnapped as a child and raised in the circu a young lion tamer’s tough side emerges when he gets entangled in an underworld murder mystery."
Listen Up! The Lives of Quincy JoneEllen Weissbrod,1990,116 min,"Documentarie Music & Musicals","Steering clear of convention, this affecting documentary pays tribute to the life and work of composer, musician and producer Quincy Jone one of the best-known and most respected men in the music industry."
Little Dragon Maiden,1983,92 min,"Action & Adventure, International Romantic ","Seeking to improve his combat skill a young man falls in love with a woman with mystical power but his past stands in the way of their union."
Little Men"United State Greece,2016,85 min,"Drama Independent ",Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.
Look Who's Back,2015,116 min,"Comedie International ","When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon."
Lorai: Play to Live,2015,155 min,"Drama International Sports ","Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area."
Losing Sight of Shore,2017,92 min,"Documentarie Sports ","This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities."
Love Ni Bhavai,2017,163 min,"Comedie International Romantic ","Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors."
Love on Delivery,1994,93 min,"Action & Adventure, Comedie International ","To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight."
Love Station Farag,2011,97 min,"Comedie International Romantic ","Single coworkers at a radio station are brought together by mutual friend but their starry-eyed notions about love may scuttle their romance."
Love You... Love You Not,2015,115 min,"Comedie International Romantic ",A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.
Loving You,1995,79 min,"Drama International ","Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded."
Ma Chu Ka,2017,117 min,"International Thrillers",The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.
Madaari,2016,134 min,"Drama Independent International ","A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice."
Magnetic,2018,110 min,"Action & Adventure, Documentarie International ","Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss."
Mahabharat,2013,119 min,"Action & Adventure, Drama International ",Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.
Maine Pyaar Kyun Kiya,2005,137 min,"Comedie International Music & Musicals","After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy."
Man of Tai Chi"United State China,2013,105 min,"Action & Adventure, Dramas","In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs."
Mandobasar Galpo,2017,103 min,"Drama International Romantic ","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma."
Mansfield Park,1999,112 min,"Comedie Drama International ","A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow."
Mantra,2017,89 min,"Drama Independent International ",An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
Mark Gatiss: A Study in Sherlock,2016,29 min,"Mark Gatis who co-created “Sherlock” and plays Mycroft Holme discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast."
Mary and the Witch's Flower,2017,103 min,"Anime Feature Children & Family ","Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan."
Mary Poppins ReturnRob Marshall,2018,131 min,"Children & Family Music & Musicals","In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
Masoom,1983,138 min,"Drama Independent International ",A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
Master,2016,143 min,"Action & Adventure, International ","Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger."
Mean DreamNathan Morlando,2016,105 min,"Drama Independent Thrillers","Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman."
Meet the Trumps: From Immigrant to President,2017,48 min,Documentarie"Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire."
Mi Shivajiraje Bhosale Boltoy,2009,148 min,"Comedie International Sci-Fi & Fantasy","After a disgruntled man blames his Marathi heritage for his lack of his succes he is visited by Shivaji, a great medieval Marathi king."
Middle School: The Worst Years of My Life,2016,92 min,"Children & Family Comedies","At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook."
Mirror Mirror,2012,106 min,"Children & Family Comedies",This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.
Miss Hokusai,2015,90 min,Anime Feature"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide."
Mission Control: The Unsung Heroes of Apollo,2017,100 min,Documentarie"Combining archive footage with present-day interview this documentary explores how Apollo's mission control helped change the course of history."
Money,2016,84 min,Thriller"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand."
Monkey Up,2016,83 min,"Children & Family Comedies",A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.
Monster-in-Law,2005,101 min,"Comedie Romantic ",An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.
Moon"United Kingdom,2009,97 min,"Drama Independent Sci-Fi & Fantasy","As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things."
Morya,2011,121 min,"Drama International ",Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
Mr. Gaga: A True Story of Love and Dance,2015,102 min,"Documentarie International ",World-renowned choreographer Ohad Naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence.
Mr. Virgin,1984,86 min,"Comedie Drama International ","When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life."
Ms. Mammy,2012,90 min,"Comedie International ",A successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay-at-home mom with three kids.
My Dog is My Guide,2013,99 min,"Comedie International ","Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with."
My Life as a Zucchini"Switzerland,2016,68 min,"Comedie Drama International ","A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of los friendship and young love."
My Week with Marilyn"United Kingdom,2011,99 min,"Drama Romantic ","While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity."
My Wife and My Wifey Tony,2014,99 min,"Comedie International ",A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.
Namak Halaal,1982,171 min,"Action & Adventure, Comedie International ","While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
Naruto Shippuden : Blood Prison,2011,102 min,"Action & Adventure, Anime Feature International ","Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed."
Natsamrat - Asa Nat Hone Nahi,2016,165 min,"Drama International ","A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy."
Nibunan,2017,124 min,"Action & Adventure, Drama International ","With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way."
Nights in Rodanthe. Wolfe,2008,97 min,"Drama Romantic ","When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever."
Occupation,2018,120 min,"Action & Adventure, Sci-Fi & Fantasy","When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders."
On the Wrong Track-leung Fok,1983,89 min,"Action & Adventure, International ","Two rebelliou hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends."
On Yoga The Architecture of Peace,2017,92 min,"Documentarie Faith & Spirituality","Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga."
Onaatah,2016,107 min,"Drama International ","Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hill where she finds hope, love and new purpose."
Operation Chromite. Lee,2016,111 min,"Action & Adventure, Drama International ","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses."
Oru Vishsheshapetta Biryani Kissa,2017,122 min,"Comedie Drama International ","When the village's biryani cook unexpectedly passe a widow steps up to the plate and takes on new delectable challenges."
Our House Burn"Canada,2018,90 min,"Horror Thrillers","A young man invents a device he hopes will generate wireless energy, but instead, it proves to spark sinister, supernatural activity in his home."
P Se PM Tak,2015,117 min,"Comedie Independent International ",A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.
Paathi,2017,89 min,"Drama International ",A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.
PardeSubhash Ghai,1997,187 min,"Drama International Romantic ","Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself."
Paulettante Veedu,2016,104 min,"Drama International ","A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter."
Paying GuestParitosh Painter,2009,114 min,"Comedie International ","Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only."
Peter Rabbit,2018,95 min,"Children & Family Comedies","In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden."
Phone Swap,2012,112 min,"Comedie International Romantic ",A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.
Phullu,2017,96 min,"Drama Independent International ","Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
Platoon,1986,120 min,"Action & Adventure, Classic Dramas",A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.
Premachi Goshta,2013,127 min,"International Romantic ","A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results."
Prince Charming,1984,93 min,"Comedie International Romantic ","Two young buddies seek love in Hawaii, and upon returning home in disappointment, soon entangle themselves in a messy identity swap."
Pukar,2000,165 min,"Action & Adventure, Drama International ",A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.
Pusher,2012,89 min,Action & Adventure,"In this remake of a 1996 Danish thriller, a drug pusher incurs his suppliers' wrath when he gets busted and is left without the money he owes."
Pyaar Ka Punchnama,2011,149 min,"Comedie Drama International ",Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
Queen of the Desert,2015,128 min,Drama"Driven beyond the bounds of convention, adventurer Gertrude Bell leaves turn-of-the-century Britain behind for the deserts of the Middle East."
Rahasya,2015,117 min,"Drama International ","The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies."
Railroad TigerDing Sheng,2016,124 min,"Action & Adventure, Comedie International ","During World War II, a Chinese railroad worker leads a group of brave resistance fighters against the forces of Japanese occupation."
Raja Hindustani,1996,177 min,"Drama International Romantic ","When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities."
Ram Teri Ganga Maili,1985,178 min,"Classic Drama International ","Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way."
Ramji Londonwaley,2005,154 min,"Comedie Drama International ","A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour."
Rangreza,2017,126 min,"Drama International Music & Musicals","A high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved."
Reaction-Gohari,2011,99 min,"Drama International ","When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all."
Red Oleanders Raktokarobi,2017,112 min,"Drama International ","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
Return To The 36th Chamber,1980,97 min,"Action & Adventure, Comedie International ","When thugs prey upon innocent factory worker a small-time scammer trains for revenge by studying the moves of Shaolin temple monks."
RevelationVijay Jayapal,2016,118 min,"Drama International ","After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage."
Rezetaías De La Parra,2012,84 min,"Drama Independent International ","Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis."
Ringan,2015,103 min,"Drama International ","Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother."
Road to Sangam,2010,136 min,"Drama Independent International ","As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains."
Road to Yesterday,2015,96 min,"Drama International ","Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord."
Robin Hood: The Rebellion,2018,92 min,"Action & Adventure, Independent International ","When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle."
Rumble in the Bronx,1995,89 min,"Action & Adventure, Comedie International ","During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop."
Rustom Desai,2016,141 min,"Drama International ","A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder."
Saath Saath,1982,118 min,"Drama Independent International ","A young woman falls for her classmate’s idealistic, non-materialistic way but is troubled upon seeing his principles change after they marry."
Sadie's Last Days on Earth,2016,94 min,"Comedie Sci-Fi & Fantasy","High schooler Sadie Mitchell believes the world is about to end – literally. Before it doe she sets out to kiss a boy and win back her best friend."
Sadma,1983,137 min,"Drama International Romantic ","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
Sairat,2016,173 min,"Drama International Romantic ","When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village."
Salem: His Sister's Father,2014,99 min,"Drama International ","A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike."
Sameer Abu Alneel,2013,107 min,"Comedie International ","Disliked for his stingines Samir finds his life turned upside down when he receives a windfall and launches a television channel."
Sanai Choughade,2008,122 min,"Comedie Drama International ","In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done."
Sangam,1964,228 min,"Classic Drama International ","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend."
Sarah's Key-Brenner,2010,102 min,"Drama International ","Pari 1942: To protect her brother from the police arresting Jewish familie a young girl hides him away, promising to come back for him."
Sarivar Sari,2005,126 min,"Drama International ","Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract."
Sat Sri Akal,2008,141 min,"Drama Faith & Spirituality, International ","Based on true event this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes."
Satrangi Re,2012,150 min,"Drama International Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity."
Satte Pe Satta. Sippy,1982,153 min,"Comedie Cult Dramas","The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example."
Searching for Sugar Man,2012,86 min,"Documentarie International Music & Musicals","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his album two fans try to track down their idol."
Shahanpan Dega Deva,2011,115 min,"Comedie International ","At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot."
Shanghai,2012,109 min,"Drama Independent International ",Three disparate characters uncover government corruption as a small Indian town receives an influx of foreign money to turn it into the next Shanghai.
Shaurya: It Takes Courage to Make Right... Right,2008,135 min,"Drama International ",Courtroom intrigue plays out against a backdrop of military secrets in this Bollywood drama with a plot that's reminiscent of A Few Good Men.
ShortRobert Rodriguez,2009,89 min,"Children & Family Comedies",Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.
Singh Saab the Great,2013,143 min,"Action & Adventure, Drama International ","As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light."
Socha Na Tha,2005,137 min,"Comedie International Romantic ","An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other."
Spitfire: The Plane that Saved the World,2018,95 min,Documentarie"In this epic documentary, last-surviving veterans trace the history of a legendary fighter aircraft that dominated the air during the Battle of Britain."
Spring BreakerHarmony Korine,2012,94 min,"Comedie Cult Dramas","Four cash-strapped college women run afoul of the law — and fall in with a shady hustler — as they join the annual rite of bikini beer and debauchery."
Standoff,2015,86 min,Action & Adventure,"After witnessing an assassin's slaughter, a young girl holes up in a farmhouse with a suicidal vet, who must use wits and guts to fend off the killer."
Star Men. Rose,2015,88 min,DocumentarieFour astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.
Step Outside,2018,89 min,"Comedie International ","A down-on-his-luck man reads a book, only to have its characters materialize and take over his life."
Sthaniya Sambaad,2010,106 min,"Drama International ","In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows."
Strange but True,2019,96 min,"Drama Thrillers",A young woman rattles her former boyfriend’s family when she reveals she is pregnant with his child — despite his death five years ago.
Stranger than Fiction,2006,113 min,"Comedie Romantic ","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered."
Stronger Than the World,2016,123 min,"Action & Adventure, Drama International ","After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
Surat Dari Praha Sasongko,2016,98 min,"Drama International Romantic ","Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
Sweeney Todd: The Demon Barber of Fleet Street,2007,116 min,"Drama Horror Music & Musicals","After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London."
Sweet Virginia. Dagg,2017,93 min,"Drama Independent Thrillers","In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation."
Sword Masters: Two Champions of Shaolin,1980,101 min,"Action & Adventure, International ","Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recover Tung learns this deadly art, and also falls in love with his teacher's daughter."
Tahaan,2008,95 min,"Drama International ","After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet."
Take Me Home Tonight,2011,97 min,"Comedie Romantic ","Set in the financial boom of the late 1980 this tale centers on a recent college grad trying to figure out what to do with his life."
Tattah,2013,112 min,"Comedie International ",A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped.
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88 min,"Children & Family Comedies","The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
Teenage Mutant Ninja Turtles: The Steve Barron,1990,94 min,"Action & Adventure, Comedies","After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it."
The Ant's Scream,2010,108 min,"Comedie Drama International ","Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution."
The Art of War,2000,117 min,Action & Adventure,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name."
The Bare-Footed Kid,1993,83 min,"Action & Adventure, International ","While working at a family friend's busines a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties."
The Blackcoat's Daughter"Canada,2015,95 min,"Horror Independent Movie Thrillers","When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence."
The Bridge,2017,119 min,"Drama International Romantic ",A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.
